Date,MMWR_week,Location,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus
2022-06-11,23,KS,4644533,4644349,4489478,4188054,1292874
2022-06-11,23,OK,6023736,6023380,5883207,5537934,1674015
2022-06-11,23,ID,2556353,2556221,2485140,2300399,753336
2022-06-11,23,CT,7819376,7817383,7547768,7025157,2016146
2022-06-11,23,MP,109948,109942,101339,89155,8903
2022-06-11,23,US,590795244,590594319,571305325,534429796,152977829
2022-06-11,23,MS,3941162,3940967,3863262,3647764,1172415
2022-06-11,23,KY,6655186,6653967,6484474,6127228,1898915
2022-06-11,23,PW,48311,48307,45792,42186,5191
2022-06-11,23,MO,9151031,9150551,8900461,8402673,2707354
2022-06-11,23,AK,1168545,1167694,1124442,1045723,235794
2022-06-11,23,NC,17143393,17135352,16606750,15602041,4705481
2022-06-11,23,MH,73245,73209,65653,58049,3624
2022-06-11,23,VI,148157,148060,145564,138445,42636
2022-06-11,23,MT,1628950,1628773,1585591,1503088,539817
2022-06-11,23,GU,359358,359322,342553,308344,50539
2022-06-11,23,NE,3275266,3274843,3160393,2950751,904415
2022-06-11,23,NJ,17634037,17632381,17019817,15842215,4109892
2022-06-11,23,NH,2630971,2630266,2557876,2403241,747521
2022-06-11,23,WY,758140,758100,741745,703913,239284
2022-06-11,23,SD,1453930,1453856,1404480,1316720,433840
2022-06-11,23,ND,1124285,1123536,1087415,1028834,311906
2022-06-11,23,HI,3014152,3011638,2900160,2706232,795767
2022-06-11,23,SC,7703965,7699065,7519856,7121452,2429210
2022-06-11,23,TN,10176202,10175231,9964629,9480373,3038446
2022-06-11,23,ME,2949339,2949144,2858248,2702349,939515
2022-06-11,23,VA,16920300,16905326,16238609,15100467,4004940
2022-06-11,23,OH,18243357,18242773,17735674,16770712,5492912
2022-06-11,23,PR,7323817,7323274,6998736,6440526,1817856
2022-06-11,23,VA2,7581344,7581168,7581146,7577783,4053014
2022-06-11,23,OR,8023556,8017012,7754100,7284505,2197500
2022-06-11,23,FL,38396779,38386947,37608910,35669166,12758978
2022-06-11,23,RI,2280232,2280084,2206413,2070174,593930
2022-06-11,23,CO,11023014,11021132,10636571,9942076,2526667
2022-06-11,23,IA,5241603,5241408,5086580,4794662,1621692
2022-06-11,23,UT,5305806,5305091,5067751,4608287,1037726
2022-06-11,23,AL,6392510,6392003,6276952,5963727,1956388
2022-06-11,23,AR,4327086,4323885,4211148,3948465,1260545
2022-06-11,23,IH2,2284329,2283747,2197326,2011422,415835
2022-06-11,23,WI,10568314,10567694,10241837,9648000,3180964
2022-06-11,23,MN,10663178,10652623,10220515,9548804,2869061
2022-06-11,23,WA,14899384,14897767,14358402,13431237,3635734
2022-06-11,23,MD,12446821,12445622,11945602,11071725,2893590
2022-06-11,23,DE,1870095,1869890,1815540,1703486,579380
2022-06-11,23,TX,47841374,47833603,45895592,42158459,10099949
2022-06-11,23,NM,4059447,4059156,3917531,3647162,1102069
2022-06-11,23,LA,6365353,6364723,6238477,5905024,1830329
2022-06-10,23,AZ,12466832,12465536,12049588,11224212,3645784
2022-06-10,23,US,590441517,590241913,570983789,534125781,152829439
2022-06-10,23,MT,1623688,1623511,1580608,1498305,537170
2022-06-10,23,MP,109948,109942,101339,89155,8903
2022-06-10,23,WA,14889331,14887715,14349496,13422724,3631377
2022-06-10,23,OK,6018345,6017989,5878111,5533104,1671516
2022-06-10,23,CO,11022711,11020829,10636275,9941783,2526523
2022-06-10,23,GA,15243490,15241200,14842944,13924330,3743477
2022-06-10,23,MO,9143529,9143052,8893464,8395969,2703631
2022-06-10,23,PW,48227,48223,45715,42111,5176
2022-06-10,23,MN,10655570,10645093,10213621,9542200,2865572
2022-06-10,23,OH,18243269,18242685,17735586,16770624,5492849
2022-06-10,23,VA2,7576551,7576375,7576353,7572990,4049764
2022-06-10,23,AS,111289,111278,99044,82813,8809
2022-06-10,23,TN,10170781,10169810,9959515,9475505,3035962
2022-06-10,23,NC,17128188,17120220,16592745,15588751,4699020
2022-06-10,23,OR,8017648,8011159,7748805,7279392,2194870
2022-06-10,23,RI,2278772,2278626,2205029,2068834,593238
2022-06-10,23,IA,5238480,5238286,5083745,4791953,1620049
2022-06-10,23,CT,7816721,7814729,7545288,7022777,2014715
2022-06-10,23,WV,2781324,2780590,2730546,2602254,931022
2022-06-10,23,KY,6651886,6650668,6481361,6124235,1897366
2022-06-10,23,SD,1452826,1452753,1403492,1315790,433376
2022-06-10,23,NY,40057060,40053343,38760101,36379582,9244721
2022-06-10,23,AK,1168528,1167677,1124425,1045706,235782
2022-06-10,23,LA,6361610,6360982,6234927,5901643,1828619
2022-06-10,23,FM,136367,136325,119057,104183,8286
2022-06-10,23,WI,10560581,10559962,10234609,9641089,3176962
2022-06-10,23,VT,1450604,1450285,1392174,1304160,429133
2022-06-10,23,AR,4327016,4323815,4211078,3948395,1260500
2022-06-10,23,DE,1870075,1869870,1815520,1703466,579368
2022-06-10,23,VA,16908553,16893771,16228228,15090649,4000246
2022-06-10,23,PA,23627899,23622879,22873445,21555406,6908321
2022-06-10,23,NJ,17624652,17622998,17011380,15834393,4106566
2022-06-10,23,KS,4641922,4641738,4487193,4185883,1291743
2022-06-10,23,ND,1123639,1122905,1086840,1028292,311629
2022-06-10,23,TX,47814561,47806798,45872207,42137310,10091965
2022-06-10,23,AL,6389171,6388664,6273763,5960713,1954805
2022-06-10,23,DD2,7560317,7559957,7434474,7040388,654248
2022-06-10,23,BP2,323090,323088,323088,323088,10656
2022-06-10,23,MS,3939050,3938855,3861239,3645824,1171446
2022-06-10,23,WY,757630,757590,741257,703458,239055
2022-06-10,23,PR,7320457,7319914,6995572,6437533,1816303
2022-06-10,23,MI,16262750,16262002,15791185,14924111,4798239
2022-06-10,23,NV,5004076,5003959,4880964,4580958,1269749
2022-06-10,23,FL,38378301,38368473,37591397,35652676,12750659
2022-06-10,23,NM,4056153,4055863,3914559,3644351,1100708
2022-06-10,23,IL,23099815,23080256,22164534,20644382,5621977
2022-06-10,23,GU,359069,359033,342281,308103,50474
2022-06-10,23,VI,148117,148020,145531,138418,42628
2022-06-10,23,ID,2554743,2554611,2483636,2298991,752579
2022-06-10,23,IH2,2282537,2281956,2195685,2009927,415268
2022-06-10,23,ME,2946553,2946358,2855626,2699808,938042
2022-06-10,23,MH,73245,73209,65653,58049,3624
2022-06-10,23,DC,1569659,1569378,1523169,1458012,296094
2022-06-10,23,HI,3011755,3009258,2898047,2704236,794874
2022-06-10,23,NE,3275258,3274835,3160386,2950744,904411
2022-06-10,23,MD,12438929,12437731,11938438,11064925,2890609
2022-06-10,23,IN,9782099,9781615,9525251,8975099,2867754
2022-06-10,23,SC,7699628,7694754,7515774,7117583,2427116
2022-06-10,23,MA,15282099,15268610,14675356,13712525,3635362
2022-06-10,23,CA,77154123,77090363,74240975,68826062,16726217
2022-06-10,23,UT,5305742,5305027,5067690,4608228,1037690
2022-06-10,23,NH,2630797,2630092,2557722,2403093,747428
2022-06-09,23,OR,8012524,8006082,7744239,7274987,2192502
2022-06-09,23,VA2,7571488,7571312,7571290,7567927,4046236
2022-06-09,23,AL,6386398,6385891,6271149,5958196,1953509
2022-06-09,23,AR,4324520,4321334,4208786,3946233,1259507
2022-06-09,23,TX,47788655,47780896,45849397,42116688,10084128
2022-06-09,23,LA,6358128,6357500,6231599,5898477,1827018
2022-06-09,23,DD2,7560317,7559957,7434474,7040388,654248
2022-06-09,23,RI,2277649,2277503,2203959,2067821,592722
2022-06-09,23,NV,5000358,5000241,4877360,4577476,1268679
2022-06-09,23,ME,2944812,2944617,2854025,2698271,937167
2022-06-09,23,WV,2778417,2777683,2727801,2599630,929528
2022-06-09,23,MH,73245,73209,65653,58049,3624
2022-06-09,23,IN,9776752,9776270,9520331,8970449,2865255
2022-06-09,23,IL,23115699,23096301,22182023,20662985,5623502
2022-06-09,23,OH,18234848,18234265,17727757,16763226,5488878
2022-06-09,23,KS,4638559,4638377,4484071,4183060,1290381
2022-06-09,23,AZ,12459198,12457903,12042520,11217585,3642523
2022-06-09,23,CA,77098230,77035032,74192081,68779875,16706035
2022-06-09,23,MA,15273383,15260026,14668001,13705520,3632012
2022-06-09,23,IA,5234849,5234655,5080386,4788805,1618148
2022-06-09,23,BP2,322903,322901,322901,322901,10646
2022-06-09,23,GA,15235731,15233442,14835913,13917781,3740841
2022-06-09,23,DC,1568286,1568006,1522005,1456984,295742
2022-06-09,23,VT,1449560,1449242,1391229,1303252,428626
2022-06-09,23,TN,10165764,10164793,9954791,9471055,3033705
2022-06-09,23,KY,6648602,6647386,6478274,6121298,1895793
2022-06-09,23,SC,7691681,7686863,7508367,7110620,2423330
2022-06-09,23,NH,2629673,2628968,2556694,2402107,746886
2022-06-09,23,CT,7812564,7810574,7541442,7019116,2012964
2022-06-09,23,ND,1122929,1122198,1086168,1027648,311278
2022-06-09,23,DE,1869030,1868825,1814569,1702554,578888
2022-06-09,23,NJ,17617311,17615659,17004690,15828074,4103418
2022-06-09,23,FL,38359764,38349939,37573799,35636085,12742467
2022-06-09,23,MI,16254418,16253671,15783390,14916686,4794345
2022-06-09,23,OK,6017829,6017473,5877634,5532654,1671281
2022-06-09,23,MT,1623623,1623446,1580552,1498254,537152
2022-06-09,23,VA,16899835,16885163,16220388,15083229,3996901
2022-06-09,23,PA,23600305,23595312,22848452,21531835,6896121
2022-06-09,23,NC,17116132,17108247,16581834,15578471,4694065
2022-06-09,23,PR,7316555,7316012,6991863,6433982,1814574
2022-06-09,23,WI,10553355,10552736,10227901,9634651,3173239
2022-06-09,23,AS,111252,111241,99010,82785,8803
2022-06-09,23,ID,2553067,2552935,2482157,2297711,751895
2022-06-09,23,WA,14877042,14875442,14338463,13412038,3625815
2022-06-09,23,AK,1168522,1167671,1124419,1045700,235778
2022-06-09,23,MO,9139173,9138696,8889400,8392056,2701398
2022-06-09,23,PW,48164,48160,45661,42059,5167
2022-06-09,23,MS,3937150,3936955,3859438,3644111,1170601
2022-06-09,23,VI,148101,148004,145517,138406,42623
2022-06-09,23,MN,10644816,10634439,10203817,9532735,2860769
2022-06-09,23,NY,40017065,40013365,38723763,36345815,9228932
2022-06-09,23,UT,5284981,5284274,5048789,4590659,1029675
2022-06-09,23,WY,757330,757290,740970,703181,238904
2022-06-09,23,CO,11022408,11020526,10635987,9941501,2526373
2022-06-09,23,MP,109799,109793,101211,89045,8882
2022-06-09,23,IH2,2281280,2280699,2194586,2008923,414940
2022-06-09,23,FM,136367,136325,119057,104183,8286
2022-06-09,23,NE,3275244,3274821,3160373,2950731,904410
2022-06-09,23,HI,3009640,3007158,2896121,2702386,793941
2022-06-09,23,NM,4052898,4052608,3911657,3641581,1099284
2022-06-09,23,GU,359069,359033,342281,308103,50474
2022-06-09,23,US,590076511,589878289,570655850,533819055,152674526
2022-06-09,23,MD,12427217,12426026,11927965,11054911,2885534
2022-06-09,23,SD,1451667,1451594,1402426,1314776,432905
2022-06-08,23,NE,3275244,3274821,3160373,2950731,904410
2022-06-08,23,IH2,2279892,2279311,2193343,2007789,414534
2022-06-08,23,TN,10160556,10159587,9949961,9466519,3031570
2022-06-08,23,KY,6645524,6644309,6475377,6118543,1894421
2022-06-08,23,NJ,17609882,17608233,16997920,15821691,4100535
2022-06-08,23,ID,2551628,2551496,2480806,2296447,751251
2022-06-08,23,MD,12418280,12417089,11919976,11047378,2882338
2022-06-08,23,DC,1627953,1627653,1579173,1511523,302157
2022-06-08,23,BP2,322896,322894,322894,322894,10645
2022-06-08,23,AL,6385776,6385269,6270597,5957679,1953274
2022-06-08,23,NH,2626725,2626021,2553907,2399427,745501
2022-06-08,23,CA,77045220,76982505,74145306,68735690,16687355
2022-06-08,23,MI,16229967,16229224,15760672,14894962,4783661
2022-06-08,23,MP,109799,109793,101211,89045,8882
2022-06-08,23,MT,1623579,1623402,1580516,1498224,537145
2022-06-08,23,OK,6012714,6012360,5872822,5528094,1668848
2022-06-08,23,OH,18221391,18220813,17715215,16751300,5482981
2022-06-08,23,OR,8007209,8000836,7739494,7270397,2190202
2022-06-08,23,ME,2942547,2942352,2851909,2696216,936016
2022-06-08,23,LA,6354594,6353969,6228269,5895321,1825520
2022-06-08,23,ND,1122116,1121391,1085423,1026936,310885
2022-06-08,23,WI,10545438,10544820,10220469,9627553,3169212
2022-06-08,23,WA,14857173,14855576,14321091,13395375,3618734
2022-06-08,23,FM,136367,136325,119057,104183,8286
2022-06-08,23,AS,111207,111196,98970,82752,8801
2022-06-08,23,DD2,7560317,7559957,7434474,7040388,654248
2022-06-08,23,WV,2778337,2777603,2727721,2599550,929461
2022-06-08,23,NV,4998330,4998213,4875462,4575680,1267834
2022-06-08,23,CT,7809008,7807020,7538272,7016137,2011501
2022-06-08,23,MH,72931,72895,65360,57778,3588
2022-06-08,23,MA,15264601,15251361,14660375,13698338,3628599
2022-06-08,23,UT,5284938,5284231,5048746,4590616,1029641
2022-06-08,23,MN,10636019,10625722,10195694,9524951,2856608
2022-06-08,23,AR,4321897,4318725,4206331,3943909,1258378
2022-06-08,23,HI,3001469,2999065,2888570,2695134,790470
2022-06-08,23,VT,1448704,1448389,1390481,1302549,428265
2022-06-08,23,US,589852206,589655209,570460758,533634806,152569980
2022-06-08,23,KS,4709003,4708775,4553540,4248234,1320753
2022-06-08,23,AZ,12451689,12450398,12035607,11211142,3639284
2022-06-08,23,PA,23598518,23593548,22846867,21530350,6895474
2022-06-08,23,FL,38341248,38331426,37556389,35619759,12734524
2022-06-08,23,MO,9131673,9131196,8882283,8385172,2697001
2022-06-08,23,GA,15226998,15224711,14827928,13910443,3737707
2022-06-08,23,SC,7691613,7686795,7508299,7110552,2423294
2022-06-08,23,NY,40003381,39999686,38711367,36334249,9223990
2022-06-08,23,RI,2276418,2276272,2202796,2066703,592189
2022-06-08,23,IL,23096639,23077420,22164671,20646342,5616698
2022-06-08,23,IA,5231688,5231494,5077434,4786011,1616536
2022-06-08,23,VA,16890555,16875993,16212126,15075447,3993363
2022-06-08,23,WY,756895,756855,740549,702784,238699
2022-06-08,23,VI,148046,147949,145464,138356,42601
2022-06-08,23,PR,7311646,7311106,6987304,6429578,1812464
2022-06-08,23,GU,358885,358849,342114,307952,50432
2022-06-08,23,TX,47762945,47755192,45827168,42096699,10076505
2022-06-08,23,PW,48096,48092,45609,42008,5155
2022-06-08,23,NC,17106947,17099116,16573520,15570622,4690018
2022-06-08,23,CO,11014353,11012483,10628551,9934392,2523148
2022-06-08,23,IN,9770946,9770465,9514883,8965313,2862787
2022-06-08,23,VA2,7566644,7566468,7566447,7563084,4042901
2022-06-08,23,DE,1867798,1867593,1813393,1701430,578268
2022-06-08,23,SD,1450718,1450645,1401551,1313958,432462
2022-06-08,23,AK,1167570,1166731,1123624,1044977,235483
2022-06-08,23,MS,3935053,3934858,3857424,3642215,1169670
2022-06-08,23,NM,4049394,4049104,3908496,3638577,1097802
2022-06-07,23,AR,4317925,4314769,4202576,3940777,1257300
2022-06-07,23,WY,756636,756596,740339,702588,238604
2022-06-07,23,WV,2777199,2776465,2726637,2598499,928878
2022-06-07,23,IL,23078929,23059856,22148570,20631040,5611251
2022-06-07,23,OR,8002159,7995828,7735072,7266145,2188153
2022-06-07,23,PA,23582834,23577921,22832769,21517021,6889306
2022-06-07,23,AL,6380381,6379874,6265519,5952938,1951160
2022-06-07,23,US,589654645,589458779,570287639,533473554,152484016
2022-06-07,23,SC,7688579,7683784,7505518,7107947,2421885
2022-06-07,23,DE,1866981,1866776,1812637,1700726,577929
2022-06-07,23,IH2,2278827,2278247,2192458,2007003,414269
2022-06-07,23,AZ,12445515,12444226,12029895,11205827,3636771
2022-06-07,23,AK,1167569,1166730,1123623,1044976,235482
2022-06-07,23,MD,12407855,12406666,11910480,11038245,2878150
2022-06-07,23,MO,9127600,9127125,8878538,8381643,2695134
2022-06-07,23,VT,1448381,1448066,1390207,1302285,428132
2022-06-07,23,VA2,7562446,7562271,7562250,7558888,4040124
2022-06-07,23,ME,2941006,2940811,2850468,2694833,935243
2022-06-07,23,MI,16225866,16225124,15756979,14891462,4781917
2022-06-07,23,IA,5229256,5229065,5075232,4783942,1615431
2022-06-07,23,ND,1121580,1120864,1084938,1026479,310626
2022-06-07,23,TN,10156471,10155503,9946140,9462904,3029919
2022-06-07,23,NY,39990090,39986397,38699476,36323250,9219623
2022-06-07,23,WA,14848534,14846942,14313886,13388569,3615507
2022-06-07,23,CA,76995534,76933298,74102174,68695164,16671327
2022-06-07,23,VA,16883044,16868585,16205484,15069223,3990698
2022-06-07,23,UT,5284881,5284174,5048692,4590562,1029601
2022-06-07,23,NJ,17601406,17599758,16990204,15814490,4097434
2022-06-07,23,PW,48096,48092,45609,42008,5155
2022-06-07,23,WI,10539213,10538597,10214697,9622076,3166141
2022-06-07,23,KY,6642802,6641588,6472832,6116178,1893296
2022-06-07,23,RI,2275381,2275236,2201838,2065795,591769
2022-06-07,23,NC,17099118,17091307,16566305,15563809,4686819
2022-06-07,23,PR,7307582,7307043,6983569,6425978,1810978
2022-06-07,23,MH,72931,72895,65360,57778,3588
2022-06-07,23,FM,136367,136325,119057,104183,8286
2022-06-07,23,LA,6351806,6351181,6225652,5892839,1824371
2022-06-07,23,OK,6012281,6011928,5872406,5527694,1668659
2022-06-07,23,ID,2550082,2549950,2479347,2295085,750578
2022-06-07,23,NE,3275241,3274818,3160370,2950729,904408
2022-06-07,23,MS,3933456,3933262,3855911,3640772,1168979
2022-06-07,23,CT,7806201,7804214,7535701,7013718,2010248
2022-06-07,23,SD,1449681,1449609,1400599,1313070,432035
2022-06-07,23,NM,4045693,4045404,3905149,3635386,1096315
2022-06-07,23,MA,15257096,15243950,14653926,13692238,3625735
2022-06-07,23,BP2,322460,322458,322458,322458,10620
2022-06-07,23,KS,4706779,4706551,4551556,4246409,1319832
2022-06-07,23,FL,38327089,38317267,37543177,35607422,12729224
2022-06-07,23,NV,4995871,4995754,4873177,4573510,1266810
2022-06-07,23,DC,1626523,1626225,1577947,1510350,301732
2022-06-07,23,IN,9767373,9766892,9511575,8962221,2861288
2022-06-07,23,GA,15219925,15217639,14821417,13904431,3735356
2022-06-07,23,HI,2998121,2995731,2885514,2692243,789104
2022-06-07,23,TX,47737624,47729876,45804606,42076469,10068950
2022-06-07,23,VI,147984,147888,145434,138332,42595
2022-06-07,23,OH,18319903,18319313,17808653,16839848,5505811
2022-06-07,23,MN,10628710,10618504,10189133,9518697,2853407
2022-06-07,23,MT,1623524,1623347,1580473,1498189,537135
2022-06-07,23,GU,358468,358432,341709,307595,50356
2022-06-07,23,DD2,7560317,7559957,7434474,7040388,654248
2022-06-07,23,AS,111154,111143,98921,82710,8788
2022-06-07,23,NH,2626470,2625766,2553667,2399194,745373
2022-06-07,23,MP,109799,109793,101211,89045,8882
2022-06-07,23,CO,11003722,11001863,10618813,9925105,2519209
2022-06-06,23,AK,1167414,1166575,1123476,1044841,235444
2022-06-06,23,CA,76975243,76913184,74084915,68679087,16666470
2022-06-06,23,VI,147946,147850,145397,138297,42583
2022-06-06,23,RI,2274882,2274737,2201397,2065372,591624
2022-06-06,23,DE,1862479,1862274,1808419,1696679,575840
2022-06-06,23,MH,72644,72608,65089,57563,3583
2022-06-06,23,VT,1447909,1447595,1389832,1301922,427960
2022-06-06,23,CT,7804394,7802407,7534116,7012275,2009661
2022-06-06,23,DD2,7557863,7557503,7432391,7038496,653377
2022-06-06,23,NH,2622295,2621592,2549764,2395469,743575
2022-06-06,23,AS,111067,111056,98840,82635,8763
2022-06-06,23,MT,1623521,1623344,1580470,1498186,537135
2022-06-06,23,FL,38278252,38268433,37497336,35564270,12709534
2022-06-06,23,KS,4704526,4704298,4549517,4244499,1319024
2022-06-06,23,GA,15201230,15198947,14804324,13888661,3729470
2022-06-06,23,OH,18309825,18309236,17799352,16830986,5501690
2022-06-06,23,MN,10617375,10607294,10179026,9508933,2848273
2022-06-06,23,WY,755913,755873,739658,701940,238247
2022-06-06,23,OK,6007638,6007285,5868083,5523624,1666973
2022-06-06,23,FM,136088,136046,118831,104019,8264
2022-06-06,23,GU,358326,358290,341577,307475,50332
2022-06-06,23,NE,3251448,3251039,3138482,2930056,893360
2022-06-06,23,PR,7301493,7300954,6977792,6420377,1808184
2022-06-06,23,IN,9766708,9766227,9510975,8961653,2861076
2022-06-06,23,VA2,7562420,7562245,7562224,7558862,4040113
2022-06-06,23,TN,10145186,10144219,9935642,9453060,3025364
2022-06-06,23,UT,5284881,5284174,5048692,4590562,1029601
2022-06-06,23,IH2,2278710,2278130,2192348,2006902,414242
2022-06-06,23,MI,16225627,16224885,15756777,14891269,4781839
2022-06-06,23,HI,2992619,2990283,2880633,2687532,786873
2022-06-06,23,IL,23071143,23052149,22141744,20624537,5609023
2022-06-06,23,MS,3930121,3929927,3852762,3637800,1167581
2022-06-06,23,KY,6642025,6640811,6472093,6115479,1893018
2022-06-06,23,PW,48096,48092,45609,42008,5155
2022-06-06,23,WI,10537815,10537199,10213490,9620942,3165767
2022-06-06,23,SD,1447559,1447487,1398627,1311204,431062
2022-06-06,23,NC,17094689,17086882,16562341,15560104,4685377
2022-06-06,23,MP,109799,109793,101211,89045,8882
2022-06-06,23,SC,7679302,7674577,7496893,7099774,2417818
2022-06-06,23,MD,12400505,12399319,11904147,11032307,2875736
2022-06-06,23,WV,2774654,2773920,2724225,2596161,927686
2022-06-06,23,OR,8002154,7995823,7735069,7266142,2188151
2022-06-06,23,AR,4314084,4310953,4199062,3937485,1255994
2022-06-06,23,PA,23550845,23545936,22803120,21488597,6874912
2022-06-06,23,ND,1120767,1120065,1084212,1025806,310324
2022-06-06,23,DC,1621835,1621539,1573963,1506670,300720
2022-06-06,23,NY,39976940,39973257,38687847,36312501,9214939
2022-06-06,23,NM,4045112,4044823,3904640,3634894,1096103
2022-06-06,23,MA,15234397,15221528,14634404,13673619,3617355
2022-06-06,23,WA,14824335,14822751,14296746,13372266,3608249
2022-06-06,23,NJ,17594073,17592428,16983692,15808471,4094940
2022-06-06,23,TX,47700375,47692636,45771964,42047303,10059639
2022-06-06,23,AL,6380381,6379874,6265519,5952938,1951160
2022-06-06,23,ID,2547699,2547567,2477160,2293051,749589
2022-06-06,23,LA,6350977,6350353,6224889,5892138,1824172
2022-06-06,23,US,589231370,589036466,569909074,533117192,152327299
2022-06-06,23,VA,16878143,16863740,16201419,15065416,3989438
2022-06-06,23,MO,9117257,9116784,8869115,8372671,2690773
2022-06-06,23,NV,4994119,4994002,4871569,4571984,1266266
2022-06-06,23,IA,5223322,5223133,5069799,4778771,1612785
2022-06-06,23,AZ,12441795,12440507,12026489,11202643,3635500
2022-06-06,23,ME,2937189,2936995,2846963,2691485,933484
2022-06-06,23,CO,10978939,10977091,10595610,9902648,2508484
2022-06-06,23,BP2,322459,322457,322457,322457,10620
2022-06-05,23,NE,3251442,3251033,3138477,2930051,893356
2022-06-05,23,FM,135413,135372,118277,103552,8219
2022-06-05,23,AS,111067,111056,98840,82635,8763
2022-06-05,23,AR,4314080,4310949,4199058,3937481,1255994
2022-06-05,23,TN,10145177,10144210,9935633,9453053,3025364
2022-06-05,23,IN,9763967,9763486,9508453,8959283,2860043
2022-06-05,23,UT,5284872,5284165,5048685,4590555,1029599
2022-06-05,23,US,589110077,588915893,569805350,533020210,152289759
2022-06-05,23,AZ,12436604,12435317,12021731,11198310,3633584
2022-06-05,23,WA,14824331,14822747,14296742,13372262,3608247
2022-06-05,23,FL,38278207,38268388,37497294,35564233,12709532
2022-06-05,23,WI,10534730,10534116,10210775,9618347,3164613
2022-06-05,23,KS,4704524,4704296,4549515,4244497,1319024
2022-06-05,23,AL,6378479,6377972,6263712,5951237,1950441
2022-06-05,23,NC,17088617,17080848,16557420,15555531,4683598
2022-06-05,23,DD2,7551644,7551287,7426681,7033530,651576
2022-06-05,23,VA2,7562343,7562168,7562147,7558785,4040064
2022-06-05,23,MI,16224461,16223719,15755769,14890324,4781376
2022-06-05,23,WY,755907,755867,739652,701934,238243
2022-06-05,23,MH,72644,72608,65089,57563,3583
2022-06-05,23,SD,1447514,1447442,1398594,1311176,431055
2022-06-05,23,VA,16869189,16854855,16193791,15058201,3986487
2022-06-05,23,AK,1165893,1165084,1122211,1043711,235027
2022-06-05,23,PW,48096,48092,45609,42008,5155
2022-06-05,23,LA,6349296,6348672,6223361,5890706,1823628
2022-06-05,23,VT,1446815,1446502,1388872,1301010,427494
2022-06-05,23,VI,147946,147850,145397,138297,42583
2022-06-05,23,CO,10978260,10976412,10594964,9902021,2508249
2022-06-05,23,NY,39972945,39969266,38684457,36309406,9213948
2022-06-05,23,CA,76937278,76875587,74053979,68650058,16656545
2022-06-05,23,NV,4992140,4992023,4869720,4570216,1265455
2022-06-05,23,ND,1120762,1120060,1084208,1025804,310324
2022-06-05,23,MD,12395659,12394473,11900093,11028611,2874353
2022-06-05,23,GU,358263,358227,341520,307420,50307
2022-06-05,23,RI,2273965,2273820,2200577,2064594,591304
2022-06-05,23,MN,10613875,10603840,10175958,9505988,2846970
2022-06-05,23,PR,7301493,7300954,6977792,6420377,1808184
2022-06-05,23,NJ,17589711,17588067,16979900,15805063,4093700
2022-06-05,23,IA,5223322,5223133,5069799,4778771,1612785
2022-06-05,23,CT,7800588,7798601,7530732,7009129,2008354
2022-06-05,23,IH2,2278539,2277959,2192206,2006776,414190
2022-06-05,23,DE,1862463,1862258,1808405,1696665,575838
2022-06-05,23,WV,2774651,2773917,2724222,2596158,927685
2022-06-05,23,GA,15200940,15198657,14804036,13888486,3729460
2022-06-05,23,OK,6007455,6007102,5867926,5523489,1666925
2022-06-05,23,MP,109799,109793,101211,89045,8882
2022-06-05,23,HI,2992595,2990259,2880610,2687511,786873
2022-06-05,23,KY,6639287,6638073,6469534,6113056,1891855
2022-06-05,23,DC,1621830,1621534,1573963,1506670,300720
2022-06-05,23,MT,1623508,1623331,1580464,1498180,537132
2022-06-05,23,TX,47700053,47692314,45771658,42047051,10059624
2022-06-05,23,IL,23060320,23041450,22132459,20615734,5605632
2022-06-05,23,BP2,322459,322457,322457,322457,10620
2022-06-05,23,PA,23550449,23545540,22802731,21488213,6874694
2022-06-05,23,OH,18309761,18309172,17799288,16830923,5501662
2022-06-05,23,OR,7998142,7991845,7731702,7262892,2186853
2022-06-05,23,NM,4043931,4043642,3903658,3633966,1095722
2022-06-05,23,ID,2547696,2547564,2477157,2293048,749589
2022-06-05,23,SC,7679074,7674349,7496668,7099576,2417815
2022-06-05,23,NH,2622163,2621460,2549662,2395377,743533
2022-06-05,23,MA,15234297,15221428,14634308,13673523,3617304
2022-06-05,23,MS,3930101,3929907,3852745,3637785,1167579
2022-06-05,23,ME,2936971,2936777,2846746,2691270,933343
2022-06-05,23,MO,9117252,9116779,8869110,8372666,2690773
2022-06-04,22,AR,4314017,4310886,4198995,3937418,1255954
2022-06-04,22,ME,2936688,2936494,2846463,2690988,933145
2022-06-04,22,VA2,7557473,7557298,7557277,7553916,4036971
2022-06-04,22,AL,6375537,6375030,6260953,5948638,1949218
2022-06-04,22,PW,48096,48092,45609,42008,5155
2022-06-04,22,LA,6345589,6344969,6219833,5887357,1821998
2022-06-04,22,IA,5223321,5223132,5069798,4778770,1612785
2022-06-04,22,AS,111067,111056,98840,82635,8763
2022-06-04,22,MO,9117121,9116648,8868979,8372535,2690684
2022-06-04,22,PR,7301490,7300951,6977789,6420374,1808184
2022-06-04,22,ID,2547362,2547230,2476994,2293001,749554
2022-06-04,22,NC,17078454,17070767,16548463,15547126,4679748
2022-06-04,22,DC,1621775,1621479,1573908,1506615,300689
2022-06-04,22,MS,3930048,3929854,3852696,3637740,1167560
2022-06-04,22,WI,10526787,10526174,10203290,9611102,3160670
2022-06-04,22,FM,135413,135372,118277,103552,8219
2022-06-04,22,CO,10978120,10976272,10594824,9901881,2508167
