Date,MMWR_week,Location,Administered,Administered_5Plus,Administered_12Plus,Administered_18Plus,Administered_65Plus
2022-01-08,1,KS,4150637,4150497,4048427,3791324,1159254
2022-01-08,1,PR,6026976,6026023,5850323,5443807,1538481
2022-01-08,1,CA,67324744,67318522,65527572,60989848,14572906
2022-01-08,1,NH,2433404,2432219,2383410,2243960,674091
2022-01-08,1,KY,5992560,5991485,5874587,5567709,1704128
2022-01-08,1,NV,4403319,4403254,4332954,4080530,1111803
2022-01-08,1,OR,6930597,6930550,6748922,6362268,1849026
2022-01-08,1,GA,13524273,13522453,13292947,12515233,3314718
2022-01-08,1,FL,34230411,34221573,33730822,32034934,11308070
2022-01-08,1,MT,1460122,1459979,1429149,1358023,477060
2022-01-08,1,GU,296500,296480,290451,262379,42307
2022-01-08,1,AS,80327,80323,72238,60061,6448
2022-01-08,1,WA,12811707,12810823,12462829,11702818,3061585
2022-01-08,1,AR,3866990,3865428,3790308,3559502,1117966
2022-01-08,1,VA2,7017444,7017272,7017253,7014121,3725219
2022-01-08,1,BP2,280422,280420,280420,280420,8905
2022-01-08,1,PA,20537785,20535740,20047191,18972824,5978501
2022-01-08,1,IH2,2049969,2049473,1996566,1837534,373384
2022-01-08,1,TN,9069129,9068389,8930898,8515493,2690439
2022-01-08,1,UT,4600979,4600462,4445733,4063939,911798
2022-01-08,1,VA,14743724,14741983,14279000,13341642,3436081
2022-01-08,1,RP,37895,37894,36845,34202,4272
2022-01-08,1,NC,15216745,15215507,14858460,14008071,4135156
2022-01-08,1,CO,9671033,9670624,9381135,8802972,2138821
2022-01-08,1,AL,5723382,5722968,5659872,5389917,1762112
2022-01-08,1,OH,16280404,16280171,15915345,15102895,4846677
2022-01-08,1,FM,84745,84740,84282,81788,6489
2022-01-08,1,ME,2560849,2560714,2488908,2359203,781762
2022-01-08,1,HI,2298610,2297996,2236723,2101386,619000
2022-01-08,1,WI,9290123,9289776,9059740,8565608,2739509
2022-01-08,1,MD,10626464,10625822,10311164,9599196,2426074
2022-01-08,1,IN,8641126,8640843,8481585,8020864,2528308
2022-01-08,1,IL,20230375,20229557,19604733,18348574,4888319
2022-01-08,1,TX,41407862,41401946,40375716,37269913,8628199
2022-01-08,1,MA,13274439,13274263,12843127,12059012,3078875
2022-01-08,1,DC,1313888,1313753,1288736,1241103,238971
2022-01-08,1,NJ,15280036,15279099,14892658,13917378,3550412
2022-01-08,1,LA,5743417,5743140,5681103,5391527,1664555
2022-01-08,1,WV,2528191,2527487,2492145,2379133,836126
2022-01-08,1,SC,6839333,6837613,6733991,6397852,2171186
2022-01-08,1,WY,694318,694285,682932,650007,218353
2022-01-08,1,SD,1282812,1282769,1249882,1176753,378754
2022-01-08,1,IA,4698013,4697923,4585690,4335084,1422774
2022-01-08,1,MO,8187703,8187368,8019193,7592013,2400090
2022-01-08,1,ND,1028562,1028479,1002718,952526,287380
2022-01-08,1,MS,3534081,3533925,3493747,3304558,1055863
2022-01-08,1,MH,48690,48672,48490,45196,2683
2022-01-08,1,NY,35048839,35046662,34210232,32224536,8041228
2022-01-08,1,AZ,10701220,10700325,10464591,9796558,3123092
2022-01-08,1,VT,1273497,1273396,1227074,1156965,367486
2022-01-08,1,NE,2906222,2905913,2827699,2651665,797418
2022-01-08,1,NM,3491339,3491138,3403158,3184577,933565
2022-01-08,1,AK,1037769,1037689,1009301,943597,207867
2022-01-08,1,MI,14219075,14218689,13892541,13168815,4171312
2022-01-08,1,RI,1995858,1995768,1943147,1829484,513550
2022-01-08,1,ID,2048153,0000,0000,2046200,667024
2022-01-08,1,CT,6810180,6808437,6625912,6191362,1721893
2022-01-08,1,DD2,6941840,6941623,6886891,6541133,547634
2022-01-07,1,MN,9283559,9283247,8973718,8419230,2436961
2022-01-07,1,IL,20157561,20156780,19542141,18291238,4879667
2022-01-07,1,VA,14709030,14707313,14248096,13312881,3431490
2022-01-07,1,LA,5728450,5728177,5667556,5378774,1661350
2022-01-07,1,NV,4391600,4391535,4322459,4070616,1109974
2022-01-07,1,KS,4139928,4139789,4039119,3782820,1157771
2022-01-07,1,OK,5389105,5388830,5300220,5001254,1495516
2022-01-07,1,PA,20462128,20460103,19980020,18911396,5967393
2022-01-07,1,VI,131745,131659,130449,124467,37466
2022-01-07,1,HI,2289185,2288572,2228223,2093521,617741
2022-01-07,1,FL,34154024,34145192,33661476,31968790,11290958
2022-01-07,1,DC,1309642,1309507,1284812,1237608,238621
2022-01-07,1,AS,79825,79821,72128,59975,6439
2022-01-07,1,ME,2552250,2552116,2481050,2352243,780618
2022-01-07,1,NH,2430393,2429208,2380531,2241334,673701
2022-01-07,1,ID,2044605,0000,0000,2042662,666306
2022-01-07,1,NM,3481228,3481030,3394466,3176585,932271
2022-01-07,1,CT,6788134,6786396,6607196,6174394,1719608
2022-01-07,1,MS,3533899,3533743,3493591,3304411,1055807
2022-01-07,1,WA,12777537,12776659,12432183,11674173,3057471
2022-01-07,1,IA,4688866,4688777,4578049,4327959,1421611
2022-01-07,1,SC,6822425,6820709,6718618,6383308,2167849
2022-01-07,1,FM,84745,84740,84282,81788,6489
2022-01-07,1,KY,5980130,5979056,5863297,5557108,1702086
2022-01-07,1,NC,15179444,15178222,14824999,13977640,4129895
2022-01-07,1,CO,9643759,9643368,9356982,8781217,2136447
2022-01-07,1,WY,691672,691639,680817,648069,218029
2022-01-07,1,WV,2522852,2522149,2487186,2374539,835045
2022-01-07,1,MT,1457479,1457336,1426787,1355856,476579
2022-01-07,1,MH,48690,48672,48490,45196,2683
2022-01-07,1,US,516597039,516546732,504454219,473863880,132869874
2022-01-07,1,AK,1035725,1035645,1007489,942035,207616
2022-01-07,1,IH2,2045894,2045400,1993202,1834488,372986
2022-01-07,1,MA,13231880,13231724,12804509,12024054,3074002
2022-01-07,1,DD2,6932483,6932269,6878814,6533713,546691
2022-01-07,1,MO,8168326,8167991,8002083,7576063,2397124
2022-01-07,1,PR,6003746,6002798,5830004,5424224,1533910
2022-01-07,1,TN,9054813,9054075,8917784,8503116,2687847
2022-01-07,1,AL,5710373,5709962,5648009,5378654,1759217
2022-01-07,1,RP,37895,37894,36845,34202,4272
2022-01-07,1,UT,4600835,4600318,4445596,4063813,911763
2022-01-07,1,CA,67100968,67094875,65330720,60811546,14548746
2022-01-07,1,VA2,7005689,7005517,7005498,7002374,3720306
2022-01-07,1,WI,9264594,9264247,9036791,8544188,2735614
2022-01-07,1,VT,1269972,1269880,1223919,1154245,367105
2022-01-07,1,ND,1026050,1025968,1000630,950591,287103
2022-01-07,1,IN,8616020,8615744,8459069,8000205,2524648
2022-01-07,1,MD,10595112,10594474,10283639,9575770,2423158
2022-01-07,1,NY,34944010,34941849,34117843,32140140,8028571
2022-01-07,1,GA,13523815,13521995,13292508,12514801,3314595
2022-01-07,1,TX,41288064,41282167,40273804,37177711,8614246
2022-01-07,1,MI,14185348,14184969,13862341,13141218,4165889
2022-01-07,1,MP,97917,97915,90983,80731,7978
2022-01-07,1,AR,3857171,3855617,3781977,3551850,1116341
2022-01-07,1,AZ,10668810,10667922,10436310,9770219,3117219
2022-01-07,1,OH,16231174,16230948,15871331,15061935,4838709
2022-01-07,1,NE,2900506,2900200,2822671,2646984,796654
2022-01-07,1,OR,6910037,6909993,6730566,6345190,1845828
2022-01-07,1,SD,1279976,1279934,1247419,1174471,378383
2022-01-07,1,DE,1607779,1607607,1574933,1483717,493236
2022-01-07,1,BP2,280387,280385,280385,280385,8905
2022-01-07,1,NJ,15226907,15225977,14845336,13874170,3544256
2022-01-07,1,RI,1989510,1989421,1937516,1824468,512794
2022-01-07,1,GU,295402,295383,289459,261425,42190
2022-01-06,1,MA,13186234,13186099,12763209,11985085,3068689
2022-01-06,1,RI,1981579,1981493,1930152,1817485,511710
2022-01-06,1,DC,1306181,1306048,1281662,1234620,238348
2022-01-06,1,DE,1600324,1600152,1568246,1477455,492035
2022-01-06,1,TX,41184969,41179091,40185742,37096219,8599925
2022-01-06,1,HI,2280397,2279786,2220307,2086058,616436
2022-01-06,1,SC,6805135,6803426,6703076,6368552,2164616
2022-01-06,1,KS,4129621,4129484,4030330,3774705,1156231
2022-01-06,1,LA,5713570,5713302,5654149,5366187,1658473
2022-01-06,1,GU,295361,295342,289442,261408,42189
2022-01-06,1,MN,9257644,9257357,8950773,8397819,2434314
2022-01-06,1,VT,1266574,1266482,1220849,1151433,366676
2022-01-06,1,PA,20403513,20401498,19926844,18861415,5956537
2022-01-06,1,NY,34834997,34832854,34020673,32048492,8013458
2022-01-06,1,AR,3847782,3846235,3773734,3544087,1114631
2022-01-06,1,PR,6003460,6002512,5829722,5423943,1533775
2022-01-06,1,MS,3515156,3515000,3477135,3289034,1052121
2022-01-06,1,IH2,2041112,2040623,1989381,1831018,372452
2022-01-06,1,OH,16181328,16181111,15825832,15018688,4829723
2022-01-06,1,MO,8147461,8147127,7983309,7558451,2393574
2022-01-06,1,NH,2422037,2420853,2372812,2234065,672437
2022-01-06,1,CA,66900191,66894208,65154909,60647938,14525813
2022-01-06,1,VI,131718,131632,130422,124441,37460
2022-01-06,1,VA2,6993516,6993344,6993325,6990206,3715105
2022-01-06,1,NM,3472036,3471840,3386691,3169313,930976
2022-01-06,1,BP2,280337,280335,280335,280335,8905
2022-01-06,1,NE,2894196,2893893,2817137,2641937,795858
2022-01-06,1,MP,97702,97700,90768,80543,7972
2022-01-06,1,ID,2040976,0000,0000,2039041,665518
2022-01-06,1,WY,691569,691536,680724,647980,218016
2022-01-06,1,ND,1024301,1024220,999134,949182,286865
2022-01-06,1,CT,6765316,6763582,6587015,6155420,1716949
2022-01-06,1,DD2,6923344,6923134,6870877,6526380,545920
2022-01-06,1,WI,9240483,9240139,9015338,8523929,2731862
2022-01-06,1,MT,1454654,1454512,1424326,1353567,476095
2022-01-06,1,MH,48690,48672,48490,45196,2683
2022-01-06,1,UT,4564340,4563827,4415124,4035807,908440
2022-01-06,1,AS,79194,79190,71922,59806,6415
2022-01-06,1,IN,8589967,8589697,8436007,7978636,2520400
2022-01-06,1,AZ,10637900,10637020,10408884,9744609,3111112
2022-01-06,1,AL,5695747,5695338,5634838,5366177,1756031
2022-01-06,1,FL,34002943,33994133,33525774,31839904,11258748
2022-01-06,1,IA,4679330,4679242,4569696,4320071,1420194
2022-01-06,1,OR,6890513,6890485,6713284,6328809,1842609
2022-01-06,1,WV,2517331,2516632,2482160,2369740,833750
2022-01-06,1,MI,14151800,14151429,13832293,13112930,4160313
2022-01-06,1,KY,5963769,5962696,5848640,5543178,1699049
2022-01-06,1,IL,20156464,20155710,19550027,18299877,4882912
2022-01-06,1,AK,1033747,1033670,1005766,940455,207425
2022-01-06,1,NC,15114964,15113748,14768464,13924735,4119819
2022-01-06,1,NJ,15181675,15180773,14806061,13837536,3537951
2022-01-06,1,VA,14678360,14676661,14221361,13287832,3427788
2022-01-06,1,US,515162867,515113002,503194317,472684122,132658538
2022-01-06,1,RP,37629,37628,36579,33936,4259
2022-01-06,1,NV,4379291,4379228,4311558,4060369,1108113
2022-01-06,1,WA,12740540,12739668,12399748,11643630,3053097
2022-01-06,1,OK,5376180,5375908,5288537,4990186,1493299
2022-01-06,1,TN,9033505,9032768,8898425,8484697,2683226
2022-01-06,1,FM,84550,84545,84119,81647,6481
2022-01-06,1,MD,10569548,10568917,10262508,9557069,2422698
2022-01-06,1,CO,9619008,9618628,9334732,8760668,2133926
2022-01-06,1,ME,2544813,2544679,2474246,2346004,779621
2022-01-06,1,GA,13523352,13521533,13292083,12514386,3314461
2022-01-06,1,SD,1276844,1276802,1244595,1171864,378026
2022-01-05,1,VT,1264414,1264323,1218959,1149686,366402
2022-01-05,1,PA,20349109,20347101,19877384,18814945,5946898
2022-01-05,1,IA,4669489,4669402,4561036,4311876,1418886
2022-01-05,1,AR,3838572,3837026,3765755,3536602,1112877
2022-01-05,1,IN,8562780,8562511,8411772,7955889,2515923
2022-01-05,1,LA,5699580,5699327,5641518,5354362,1655934
2022-01-05,1,DE,1600251,1600079,1568173,1477384,492008
2022-01-05,1,WY,690135,690102,679443,646779,217761
2022-01-05,1,RP,37370,37369,36320,33677,4243
2022-01-05,1,RI,1975095,1975009,1924373,1812001,510922
2022-01-05,1,WV,2512452,2511753,2477739,2365585,832758
2022-01-05,1,NJ,15136945,15136052,14766737,13800495,3531998
2022-01-05,1,OH,16126222,16126008,15775754,14971340,4820667
2022-01-05,1,PR,5985123,5984180,5814321,5409082,1530383
2022-01-05,1,GU,294403,294390,288724,260749,42102
2022-01-05,1,NH,2418657,2417473,2369574,2230984,671926
2022-01-05,1,ND,1022258,1022178,997490,947625,286627
2022-01-05,1,AK,1031775,1031698,1004090,938910,207228
2022-01-05,1,MS,3514909,3514753,3476921,3288834,1052059
2022-01-05,1,US,513839973,513790416,502024550,471586773,132468719
2022-01-05,1,MT,1449685,1449544,1419961,1349406,475114
2022-01-05,1,MA,13143493,13143374,12724690,11948791,3063770
2022-01-05,1,UT,4561308,4560796,4412362,4033234,908202
2022-01-05,1,AZ,10606986,10606108,10381839,9719323,3105208
2022-01-05,1,KY,5948800,5947729,5835172,5530435,1696408
2022-01-05,1,AL,5681793,5681388,5622680,5354818,1753300
2022-01-05,1,WA,12707305,12706439,12369935,11615320,3048896
2022-01-05,1,MO,8128926,8128592,7967133,7543265,2390376
2022-01-05,1,MD,10540160,10539536,10237173,9533643,2419571
2022-01-05,1,NY,34724690,34722560,33922230,31955236,7998211
2022-01-05,1,SD,1274364,1274322,1242567,1169964,377652
2022-01-05,1,VA,14657741,14656043,14203154,13270873,3425477
2022-01-05,1,NV,4366397,4366336,4300360,4049918,1106243
2022-01-05,1,TN,9013128,9012392,8880463,8467923,2679579
2022-01-05,1,IH2,2034818,2034333,1984418,1826483,371732
2022-01-05,1,CA,66672914,66667020,64953511,60459561,14497254
2022-01-05,1,IL,20069018,20068288,19472985,18227834,4870843
2022-01-05,1,NE,2888013,2887712,2812022,2637290,794965
2022-01-05,1,WI,9215196,9214855,8992690,8502529,2727576
2022-01-05,1,KS,4118688,4118551,4021093,3766435,1154817
2022-01-05,1,BP2,280274,280272,280272,280272,8905
2022-01-05,1,HI,2273074,2272466,2213727,2079787,615382
2022-01-05,1,DD2,6915223,6915015,6863843,6520003,545160
2022-01-05,1,MP,97466,97464,90532,80319,7960
2022-01-05,1,TX,41091042,41085187,40106519,37022976,8587474
2022-01-05,1,ME,2537223,2537089,2467350,2339524,778478
2022-01-05,1,NM,3462716,3462521,3378556,3161696,929573
2022-01-05,1,NC,15081751,15080543,14739108,13897281,4115107
2022-01-05,1,OK,5363679,5363409,5277400,4979606,1491265
2022-01-05,1,OR,6871792,6871773,6696295,6312603,1839537
2022-01-05,1,CT,6743344,6741611,6567352,6136918,1714273
2022-01-05,1,MN,9238147,9237869,8933615,8381583,2431907
2022-01-05,1,FM,84437,84432,84023,81562,6474
2022-01-05,1,FL,34001604,33992794,33524483,31838627,11258207
2022-01-05,1,GA,13487907,13486094,13261619,12486447,3309493
2022-01-05,1,CO,9593260,9592891,9311665,8739099,2131041
2022-01-05,1,DC,1303997,1303865,1279726,1232794,238213
2022-01-05,1,VI,131386,131300,130141,124171,37377
2022-01-05,1,ID,2037350,0000,0000,2035443,664759
2022-01-05,1,VA2,6981987,6981815,6981796,6978690,3709957
2022-01-05,1,SC,6789054,6787350,6688484,6354854,2161710
2022-01-05,1,AS,78810,78806,71776,59684,6390
2022-01-05,1,MH,48690,48672,48490,45196,2683
2022-01-05,1,MI,14116247,14115881,13800338,13082783,4154554
2022-01-04,1,OK,5352649,5352382,5267800,4970615,1489786
2022-01-04,1,MI,14089732,14089369,13776913,13060826,4150817
2022-01-04,1,IN,8545638,8545369,8396885,7942092,2513291
2022-01-04,1,NY,34625869,34623767,33835025,31872971,7985621
2022-01-04,1,MT,1449586,1449445,1419899,1349348,475100
2022-01-04,1,OH,16086902,16086691,15740702,14938296,4814417
2022-01-04,1,WV,2508401,2507702,2474065,2362109,831989
2022-01-04,1,CT,6728550,6726821,6554546,6124894,1712614
2022-01-04,1,DD2,6910539,6910331,6859663,6516227,544675
2022-01-04,1,NE,2883386,2883088,2808335,2633911,794386
2022-01-04,1,NH,2415002,2413818,2366094,2227695,671390
2022-01-04,1,NM,3456034,3455840,3373014,3156589,928709
2022-01-04,1,TN,8999662,8998928,8868662,8456986,2677528
2022-01-04,1,UT,4554300,4553790,4406002,4027310,907544
2022-01-04,1,MA,13114037,13113932,12698263,11923888,3060145
2022-01-04,1,VA2,6972095,6971923,6971904,6968807,3705983
2022-01-04,1,GU,293835,293822,288369,260434,42084
2022-01-04,1,AS,78317,78313,71567,59538,6372
2022-01-04,1,WY,689167,689134,678592,645981,217612
2022-01-04,1,DE,1597853,1597681,1566112,1475477,491720
2022-01-04,1,PA,20306119,20304122,19838532,18778576,5939927
2022-01-04,1,VI,131056,130970,129836,123887,37299
2022-01-04,1,ME,2532859,2532725,2463423,2335842,777816
2022-01-04,1,AK,1030144,1030068,1002678,937625,207068
2022-01-04,1,AR,3829294,3827754,3758024,3529430,1111447
2022-01-04,1,MH,48690,48672,48490,45196,2683
2022-01-04,1,HI,2265509,2264903,2207146,2073677,614478
2022-01-04,1,WI,9195748,9195412,8975447,8486288,2724389
2022-01-04,1,SC,6777489,6775789,6678241,6345260,2159953
2022-01-04,1,VA,14632219,14630523,14180167,13249404,3422841
2022-01-04,1,GA,13419260,13417455,13201721,12431043,3301391
2022-01-04,1,BP2,280239,280237,280237,280237,8905
2022-01-04,1,MP,97048,97046,90203,80014,7936
2022-01-04,1,IH2,2030663,2030179,1981189,1823567,371270
2022-01-04,1,MO,8113947,8113613,7954755,7531774,2388100
2022-01-04,1,SD,1271765,1271723,1240425,1167993,377311
2022-01-04,1,MD,10517952,10517330,10217875,9515622,2417196
2022-01-04,1,VT,1263805,1263717,1218425,1149184,366347
2022-01-04,1,LA,5687950,5687697,5631451,5345074,1654142
2022-01-04,1,ND,1020643,1020564,996199,946435,286478
2022-01-04,1,US,512665013,512615704,500994054,470624344,132301690
2022-01-04,1,MN,9218747,9218477,8917340,8366469,2429647
2022-01-04,1,PR,5967394,5966453,5799782,5395012,1526927
2022-01-04,1,IL,20006703,20005981,19419368,18178516,4863657
2022-01-04,1,OR,6857676,6857659,6683702,6300571,1837150
2022-01-04,1,WA,12684476,12683614,12349993,11596526,3046177
2022-01-04,1,FL,33945694,33936892,33475834,31792995,11247688
2022-01-04,1,CO,9592439,9592070,9310875,8738345,2130939
2022-01-04,1,RP,36970,36969,35920,33277,4231
2022-01-04,1,RI,1971593,1971507,1921156,1808938,510455
2022-01-04,1,NJ,15086426,15085548,14722672,13759514,3525756
2022-01-04,1,AZ,10587892,10587016,10365213,9703772,3101612
2022-01-04,1,MS,3508260,3508105,3471100,3283310,1050833
2022-01-04,1,DC,1303196,1303064,1278992,1232091,238101
2022-01-04,1,FM,84269,84264,83893,81451,6467
2022-01-04,1,IA,4662216,4662129,4554961,4306229,1417923
2022-01-04,1,KS,4110740,4110603,4014401,3760395,1153791
2022-01-04,1,NV,4356592,4356531,4292218,4042356,1105029
2022-01-04,1,KY,5937661,5936593,5825341,5521256,1694631
2022-01-04,1,NC,15053613,15052411,14714005,13873955,4111220
2022-01-04,1,CA,66483057,66477209,64780646,60296950,14465346
2022-01-04,1,TX,40980790,40974968,40013949,36938342,8573960
2022-01-04,1,AL,5678299,5677895,5619674,5351986,1752698
2022-01-04,1,ID,2034077,0000,0000,2032177,664134
2022-01-03,1,AR,3800426,3798886,3732667,3505434,1106464
2022-01-03,1,NJ,14997145,14996290,14644670,13686765,3515023
2022-01-03,1,SC,6774387,6772688,6675488,6342714,2159628
2022-01-03,1,ID,2026517,0000,0000,2024617,663001
2022-01-03,1,ND,1016147,1016069,992448,942976,285998
2022-01-03,1,DC,1302549,1302417,1278360,1231478,238054
2022-01-03,1,WV,2496503,2495804,2463318,2351979,829988
2022-01-03,1,CO,9576521,9576162,9297484,8726039,2129128
2022-01-03,1,TN,8945539,8944814,8820045,8411075,2668931
2022-01-03,1,PR,5935185,5934249,5772410,5368604,1520229
2022-01-03,1,FM,84093,84088,83769,81369,6455
2022-01-03,1,MP,95793,95792,89300,79244,7885
2022-01-03,1,HI,2262935,2262330,2204957,2071630,614237
2022-01-03,1,MS,3388444,3388297,3362461,3179225,1024112
2022-01-03,1,KS,4086458,4086326,3993156,3740687,1150678
2022-01-03,1,MI,14017955,14017600,13712797,13000967,4140660
2022-01-03,1,DE,1597853,1597681,1566112,1475477,491720
2022-01-03,1,NV,4354258,4354197,4290130,4040427,1104809
2022-01-03,1,CT,6723814,6722085,6550567,6121286,1712136
2022-01-03,1,MO,8110832,8110499,7952184,7529353,2387811
2022-01-03,1,US,511021395,510972339,499538227,469262515,132060555
2022-01-03,1,AZ,10526735,10525860,10312388,9654387,3091232
2022-01-03,1,IN,8541830,8541561,8393496,7938955,2512792
2022-01-03,1,AL,5669320,5668917,5611772,5344612,1751218
2022-01-03,1,OK,5327053,5326788,5245360,4949382,1486224
2022-01-03,1,FL,33738139,33729355,33288311,31614629,11209322
2022-01-03,1,AK,1029914,1029838,1002461,937415,207044
2022-01-03,1,VA2,6972085,6971913,6971894,6968797,3705976
2022-01-03,1,NM,3454603,3454409,3371942,3155596,928578
2022-01-03,1,UT,4522375,4521871,4378744,4002262,904123
2022-01-03,1,KY,5935516,5934448,5823536,5519592,1694401
2022-01-03,1,IH2,2030053,2029569,1980727,1823156,371233
2022-01-03,1,IA,4661269,4661182,4554087,4305442,1417796
2022-01-03,1,NY,34559526,34557450,33776395,31817152,7976909
2022-01-03,1,DD2,6908207,6907999,6857384,6514247,544396
2022-01-03,1,VA,14620329,14618634,14169520,13239633,3421727
2022-01-03,1,OH,15987032,15986830,15649998,14853002,4799034
2022-01-03,1,TX,40905991,40900193,39952462,36882380,8565627
2022-01-03,1,ME,2518375,2518244,2450034,2323259,775849
2022-01-03,1,RI,1969901,1969819,1919964,1807814,510300
2022-01-03,1,LA,5685622,5685369,5629611,5343360,1653909
2022-01-03,1,NH,2412067,2410883,2363332,2225090,670998
2022-01-03,1,AS,75819,75816,71070,59172,6331
2022-01-03,1,OR,6852609,6852593,6679030,6296127,1836594
2022-01-03,1,IL,19994441,19993720,19408122,18168034,4861888
2022-01-03,1,SD,1265667,1265626,1235205,1163163,376652
2022-01-03,1,BP2,278584,278582,278582,278582,8854
2022-01-03,1,CA,66388118,66382307,64697268,60218895,14455212
2022-01-03,1,MT,1444505,1444365,1415520,1345244,474374
2022-01-03,1,MD,10502725,10502105,10204591,9503162,2415569
2022-01-03,1,NC,15037752,15036550,14699838,13860832,4109664
2022-01-03,1,MH,48620,48602,48426,45143,2681
2022-01-03,1,WI,9145212,9144884,8929982,8443892,2717615
2022-01-03,1,WY,686420,686388,676108,643637,217179
2022-01-03,1,VI,130464,130378,129261,123338,37130
2022-01-03,1,MN,9163546,9163278,8868418,8321547,2424247
2022-01-03,1,GA,13419200,13417395,13201661,12430983,3301385
2022-01-03,1,VT,1263221,1263133,1217881,1148705,366314
2022-01-03,1,NE,2857134,2856842,2785473,2612876,791249
2022-01-03,1,MA,13106351,13106246,12692101,11918171,3059462
2022-01-03,1,PA,20126121,20124143,19676811,18631505,5911516
2022-01-03,1,GU,293824,293811,288358,260423,42084
2022-01-03,1,WA,12620191,12619334,12292108,11542398,3040035
2022-01-03,1,RP,36970,36969,35920,33277,4231
2022-01-02,1,AR,3800418,3798878,3732659,3505426,1106464
2022-01-02,1,WI,9145010,9144682,8929813,8443748,2717589
2022-01-02,1,BP2,278583,278581,278581,278581,8854
2022-01-02,1,NE,2857130,2856838,2785471,2612875,791249
2022-01-02,1,ID,2026517,0000,0000,2024617,663001
2022-01-02,1,IA,4636437,4636355,4532317,4285302,1414823
2022-01-02,1,GU,293669,293656,288225,260298,42067
2022-01-02,1,NV,4341714,4341653,4279053,4030014,1103266
2022-01-02,1,NJ,14997095,14996240,14644632,13686735,3515023
2022-01-02,1,MP,95793,95792,89300,79244,7885
2022-01-02,1,SC,6751786,6750089,6655297,6323645,2156252
2022-01-02,1,MH,48029,48011,47857,44674,2645
2022-01-02,1,OK,5324938,5324673,5243395,4947538,1486082
2022-01-02,1,VA2,6972057,6971885,6971866,6968769,3705963
2022-01-02,1,AS,75819,75816,71070,59172,6331
2022-01-02,1,FM,84093,84088,83769,81369,6455
2022-01-02,1,MO,8110832,8110499,7952184,7529353,2387811
2022-01-02,1,WV,2496468,2495769,2463283,2351944,829977
2022-01-02,1,WA,12620169,12619312,12292094,11542385,3040034
2022-01-02,1,US,509998974,509950010,498641791,468427436,131940458
2022-01-02,1,CT,6704626,6702900,6533010,6104870,1709924
2022-01-02,1,MD,10468349,10467738,10174151,9474983,2411952
2022-01-02,1,IN,8541830,8541561,8393496,7938955,2512792
2022-01-02,1,NM,3454524,3454330,3371863,3155521,928567
2022-01-02,1,OH,15986991,15986789,15649961,14852971,4799029
2022-01-02,1,IL,19838970,19838249,19269278,18037830,4843309
2022-01-02,1,TN,8945534,8944809,8820044,8411074,2668931
2022-01-02,1,UT,4522375,4521871,4378744,4002262,904123
2022-01-02,1,DD2,6892543,6892335,6842396,6500475,542646
2022-01-02,1,MS,3388383,3388236,3362404,3179168,1024094
2022-01-02,1,MI,14017953,14017598,13712795,13000965,4140659
2022-01-02,1,VT,1257483,1257395,1212722,1144048,365776
2022-01-02,1,AL,5655316,5654913,5599101,5332663,1749186
2022-01-02,1,VI,130449,130363,129246,123323,37126
2022-01-02,1,CA,66232165,66226367,64559552,60090040,14438398
2022-01-02,1,SD,1265430,1265389,1235025,1162998,376635
2022-01-02,1,NH,2407930,2406746,2359443,2221441,670230
2022-01-02,1,RI,1964836,1964755,1915259,1803369,509602
2022-01-02,1,PR,5935184,5934248,5772409,5368603,1520229
2022-01-02,1,KS,4086457,4086325,3993155,3740686,1150678
2022-01-02,1,GA,13419087,13417282,13201557,12430882,3301372
2022-01-02,1,FL,33738062,33729278,33288251,31614572,11209312
2022-01-02,1,ND,1016145,1016067,992448,942976,285998
2022-01-02,1,OR,6852601,6852585,6679023,6296120,1836594
2022-01-02,1,MN,9163546,9163278,8868418,8321547,2424247
2022-01-02,1,LA,5671632,5671379,5616645,5331274,1651898
2022-01-02,1,VA,14565314,14563621,14120968,13194671,3415756
2022-01-02,1,AZ,10526589,10525714,10312283,9654302,3091227
2022-01-02,1,HI,2252140,2251536,2195471,2062684,612585
2022-01-02,1,PA,20124975,20122997,19675666,18630383,5911287
2022-01-02,1,NC,15008980,15007779,14674602,13837447,4105708
2022-01-02,1,MA,13074267,13074164,12662457,11890536,3055721
2022-01-02,1,NY,34505468,34503407,33729902,31773550,7970310
2022-01-02,1,TX,40614256,40608487,39706728,36655204,8531845
2022-01-02,1,WY,686314,686282,676032,643565,217171
2022-01-02,1,CO,9547723,9547368,9272825,8703139,2126739
2022-01-02,1,DE,1587824,1587654,1557238,1467222,490243
2022-01-02,1,AK,1026497,1026421,999467,934630,206653
2022-01-02,1,MT,1444474,1444334,1415495,1345220,474370
2022-01-02,1,DC,1298138,1298006,1274020,1227354,237609
2022-01-02,1,RP,36970,36969,35920,33277,4231
2022-01-02,1,KY,5919915,5918850,5809221,5506056,1692198
2022-01-02,1,IH2,2029277,2028793,1980058,1822541,371151
2022-01-02,1,ME,2517681,2517550,2449381,2322618,775740
2022-01-01,52,LA,5671632,5671379,5616645,5331274,1651898
2022-01-01,52,KS,4086457,4086325,3993155,3740686,1150678
2022-01-01,52,OR,6852601,6852585,6679023,6296120,1836594
2022-01-01,52,MO,8110832,8110499,7952184,7529353,2387811
2022-01-01,52,AR,3800418,3798878,3732659,3505426,1106464
2022-01-01,52,IH2,2029277,2028793,1980058,1822541,371151
2022-01-01,52,KY,5919915,5918850,5809221,5506056,1692198
